metric_id,instance_id,timestamp,cpu_percent,mem_percent,disk_read_mb,disk_write_mb,net_recv_kb,net_sent_kb
241,my-windows-pc,2026-05-09 18:02:45.304488+05:30,77.6,81.2,0.096,0.7214,0.0714,0.1314
242,my-windows-pc,2026-05-09 18:03:15.548785+05:30,80.5,81.2,0.1612,0.036,0.0189,0.0134
243,my-windows-pc,2026-05-09 18:03:45.692847+05:30,76.9,78.6,0.0532,0.04,0.0754,0.1294
244,my-windows-pc,2026-05-09 18:04:15.824237+05:30,74.5,75.6,0.0494,0.0271,0.1451,0.2117
245,my-windows-pc,2026-05-09 18:04:45.953692+05:30,75.1,76.3,0.1105,0.3618,2.9313,0.3503
246,my-windows-pc,2026-05-09 18:05:16.103173+05:30,74.7,76.2,0.1607,0.0251,0.0204,0.0168
247,my-windows-pc,2026-05-09 18:05:46.227538+05:30,76.1,75.1,0.1854,0.0163,0.0824,0.1436
248,my-windows-pc,2026-05-09 18:06:16.338863+05:30,75.3,75.1,0.0982,0.065,0.0413,0.0353
249,my-windows-pc,2026-05-09 18:06:46.509881+05:30,75.1,75.5,0.2683,0.0338,0.0897,0.1343
250,my-windows-pc,2026-05-09 18:07:16.651511+05:30,79.3,72.2,0.932,0.393,0.3739,0.1248
251,my-windows-pc,2026-05-09 18:07:46.797119+05:30,72.8,73.3,0.0559,0.3566,0.087,0.1399
252,my-windows-pc,2026-05-09 18:08:16.932782+05:30,75.7,72.9,0.0997,0.0318,0.0371,0.0271
253,my-windows-pc,2026-05-09 18:08:47.075731+05:30,75.6,73.5,0.0529,0.0137,0.0759,0.1269
254,my-windows-pc,2026-05-09 18:09:17.201898+05:30,80.5,73.9,3.6031,0.0468,0.0788,0.0743
255,my-windows-pc,2026-05-09 18:09:47.311267+05:30,75.1,74.4,0.1394,0.3838,3.7655,0.4676
256,my-windows-pc,2026-05-09 18:10:17.437401+05:30,77.5,74,0.0499,0.0331,0.0434,0.0312
257,my-windows-pc,2026-05-09 18:10:47.597763+05:30,73.4,73.9,7.8064,0.0194,0.3825,0.2836
258,my-windows-pc,2026-05-09 18:11:17.747349+05:30,76.7,75.2,0.0833,0.1079,3.7488,0.4023
259,my-windows-pc,2026-05-09 18:11:47.927467+05:30,74.7,75.2,0.0735,0.0666,0.088,0.1417
260,my-windows-pc,2026-05-09 18:12:18.073517+05:30,78.7,80.4,4.2806,0.0945,8.651,1.8214
261,my-windows-pc,2026-05-09 18:12:48.206587+05:30,76.2,76.7,0.0824,0.3838,0.5761,0.3142
262,my-windows-pc,2026-05-09 18:13:18.332552+05:30,84.7,79.1,3.5797,2.7084,0.6259,0.2922
263,my-windows-pc,2026-05-09 18:13:48.461386+05:30,77.8,78.8,0.0455,0.0496,0.1682,0.1415
264,my-windows-pc,2026-05-09 18:14:18.589234+05:30,44.4,81.3,3.2939,0.398,1.0892,0.5386
265,my-windows-pc,2026-05-09 18:14:49.086769+05:30,68.8,90.4,18.5043,5.3281,75.1737,9.9072
266,my-windows-pc,2026-05-09 18:15:19.290514+05:30,83.1,91,6.1481,3.1999,69.1527,13.2528
267,my-windows-pc,2026-05-09 18:15:49.419037+05:30,45.3,91.3,3.5738,0.7053,2.9991,8.806
268,my-windows-pc,2026-05-09 18:16:19.665449+05:30,64.8,91.8,7.945,1.2608,2.2736,1.2937
269,my-windows-pc,2026-05-09 18:16:49.880677+05:30,40.1,92.4,2.347,0.3418,2.0689,1.1379
270,my-windows-pc,2026-05-09 18:17:20.008796+05:30,36.8,91.3,2.0052,0.9713,4.2376,0.3822
271,my-windows-pc,2026-05-09 18:17:50.151854+05:30,32.8,90.6,1.0916,0.7075,2.3665,1.4088
272,my-windows-pc,2026-05-09 18:18:20.309019+05:30,40.3,86.4,0.6634,2.4379,4.18,2.0833
273,my-windows-pc,2026-05-09 18:18:50.442324+05:30,14.3,86.3,0.141,0.0338,0.6823,0.9739
274,my-windows-pc,2026-05-09 18:19:24.327701+05:30,79.7,93.1,4.3523,0.3674,142.2839,12.9676
275,my-windows-pc,2026-05-09 18:19:54.708597+05:30,92.7,91.7,7.9282,5.0865,206.3081,6.0118
276,my-windows-pc,2026-05-09 18:20:25.064419+05:30,87.9,89.7,5.1062,4.1497,161.6128,4.9153
277,my-windows-pc,2026-05-09 18:20:55.343283+05:30,90.8,90,4.3646,1.3336,240.3763,8.3764
278,my-windows-pc,2026-05-09 18:21:25.657392+05:30,72.4,89.6,0.6639,0.082,169.2657,3.8779
279,my-windows-pc,2026-05-09 18:21:56.548761+05:30,80.9,87.8,4.4632,2.0423,109.3609,3.2183
280,my-windows-pc,2026-05-09 18:22:28.047154+05:30,70.8,81.2,2.1882,6.819,107.2367,2.4763
281,my-windows-pc,2026-05-09 18:22:58.233833+05:30,57.4,82.5,0.7084,0.3704,80.9371,2.5528
282,my-windows-pc,2026-05-09 18:23:28.448138+05:30,60.1,82.4,0.4132,0.3889,116.3582,4.0006
283,my-windows-pc,2026-05-09 18:23:59.154532+05:30,50.1,82.3,0.1645,0.0614,86.472,1.9588
284,my-windows-pc,2026-05-09 18:24:29.417553+05:30,53.1,82.8,0.3402,0.1138,80.4523,1.8174
285,my-windows-pc,2026-05-09 18:24:59.643955+05:30,30.2,83.3,0.179,0.3764,22.6747,1.2072
286,my-windows-pc,2026-05-09 18:25:29.883314+05:30,54.3,84.3,1.3215,0.3791,65.6326,2.1159
287,my-windows-pc,2026-05-09 18:26:00.488441+05:30,51.1,83.9,0.1257,0.0878,0.222,0.5495
288,my-windows-pc,2026-05-09 18:26:30.701636+05:30,50.5,84.8,0.2228,0.0337,0.7538,0.6861
289,my-windows-pc,2026-05-09 18:27:00.988719+05:30,86.7,87.8,0.6746,1.0423,847.4057,13.9694
290,my-windows-pc,2026-05-09 18:27:31.771524+05:30,78.3,81.7,0.9851,3.7244,843.0303,9.6642
291,my-windows-pc,2026-05-09 18:28:02.816894+05:30,69.3,81.9,0.1137,0.4068,644.1095,8.0412
292,my-windows-pc,2026-05-09 18:28:33.174786+05:30,79.8,84.4,0.5036,0.4521,754.7158,10.0475
293,my-windows-pc,2026-05-09 18:29:03.413775+05:30,62.7,84,0.0441,0.0551,369.0367,4.9392
294,my-windows-pc,2026-05-09 18:29:33.742161+05:30,82.3,87.3,0.9153,0.1188,634.2712,8.1183
295,my-windows-pc,2026-05-09 18:30:04.174327+05:30,68.7,88,0.7366,0.3909,598.9846,8.1568
296,my-windows-pc,2026-05-09 18:30:34.510286+05:30,73.3,87.5,0.8947,0.0402,611.9227,7.9254
297,my-windows-pc,2026-05-09 18:31:05.401821+05:30,55,83.1,0.1163,0.0857,505.7657,11.9871
298,my-windows-pc,2026-05-09 18:31:35.735151+05:30,92.4,88.8,0.3956,0.0909,534.1471,7.209
299,my-windows-pc,2026-05-09 18:32:05.990414+05:30,77.8,87.7,0.5401,0.0699,563.4595,6.8385
300,my-windows-pc,2026-05-09 18:32:36.226627+05:30,71.3,87.5,0.0977,0.0373,569.5781,6.5108
301,my-windows-pc,2026-05-09 18:33:06.468082+05:30,68.4,84.4,0.0756,0.3631,251.6605,2.7015
302,my-windows-pc,2026-05-09 18:33:37.095888+05:30,88.1,88.3,0.7773,1.2349,696.9996,11.3119
303,my-windows-pc,2026-05-09 18:34:07.523232+05:30,77.4,88.3,1.1974,0.1041,606.6098,6.3894
304,my-windows-pc,2026-05-09 18:34:38.082739+05:30,66.7,89.1,0.2192,0.0446,427.5336,5.0081
305,my-windows-pc,2026-05-09 18:35:08.912908+05:30,66.9,85.5,0.1617,0.3798,445.2064,5.1232
306,my-windows-pc,2026-05-09 18:35:39.161853+05:30,65.2,86.1,0.7042,0.3689,145.8562,2.0977
307,my-windows-pc,2026-05-09 18:36:09.495143+05:30,56.7,86.4,0.0497,0.0332,859.6844,9.2513
308,my-windows-pc,2026-05-09 18:36:39.625759+05:30,67.2,88.9,3.4147,1.2513,248.9477,3.7427
309,my-windows-pc,2026-05-09 18:37:09.762385+05:30,17.3,82.4,0.8957,2.3317,0.3648,0.0851
310,my-windows-pc,2026-05-09 18:37:39.939597+05:30,16.5,75.5,1.055,0.0565,0.6058,0.593
311,my-windows-pc,2026-05-09 18:38:10.070617+05:30,32.1,75.8,0.0727,0.3717,117.9726,2.0401
312,my-windows-pc,2026-05-09 18:38:40.188427+05:30,23.1,78.9,0.7295,0.1032,4.1908,1.1375
313,my-windows-pc,2026-05-09 18:39:10.344518+05:30,37.8,82.2,0.4243,0.05,5.7643,2.2771
314,my-windows-pc,2026-05-09 18:39:40.657324+05:30,62.8,83.4,1.5725,0.0655,112.3749,5.4631
315,my-windows-pc,2026-05-09 18:40:10.881898+05:30,60.7,81.9,0.2862,0.4643,133.1028,5.5429
316,my-windows-pc,2026-05-09 18:40:41.158985+05:30,45.5,81.9,0.052,0.0353,215.2688,4.4643
317,my-windows-pc,2026-05-09 18:41:11.373206+05:30,47,81,0.0271,0.0308,105.06,1.8371
318,my-windows-pc,2026-05-09 18:41:41.574293+05:30,44.2,81.6,0.2661,0.0488,77.7483,1.7813
319,my-windows-pc,2026-05-09 18:42:11.786109+05:30,60.2,81.2,0.1811,2.1776,123.6985,1.6082
320,my-windows-pc,2026-05-09 18:42:42.036506+05:30,45.5,81.8,0.0339,0.3542,139.6959,2.1119
321,my-windows-pc,2026-05-09 18:43:12.321195+05:30,42.1,81.1,0.0331,0.025,73.1157,1.075
322,my-windows-pc,2026-05-09 18:43:42.963274+05:30,48.1,80.9,0.0554,0.0311,28.1904,0.9776
323,my-windows-pc,2026-05-09 18:44:13.132808+05:30,74.2,83.9,0.4962,0.1935,22.0758,1.5054
324,my-windows-pc,2026-05-09 18:44:43.39361+05:30,65.3,80.8,0.1253,0.0983,276.4497,8.0296
325,my-windows-pc,2026-05-09 18:45:13.601472+05:30,53.1,80.7,0.0974,0.4048,212.9218,4.3566
326,my-windows-pc,2026-05-09 18:45:43.814291+05:30,65.5,82.3,0.1424,0.0505,106.7121,6.602
327,my-windows-pc,2026-05-09 18:46:14.849913+05:30,51.5,80,0.0651,0.084,77.2507,1.1306
328,my-windows-pc,2026-05-09 18:46:45.074649+05:30,54.3,81,0.3387,0.048,124.3985,2.263
329,my-windows-pc,2026-05-09 18:47:15.286087+05:30,53.3,80.8,0.3204,0.0562,91.3333,1.6614
330,my-windows-pc,2026-05-09 18:47:45.481802+05:30,69.6,80.5,0.7623,1.0824,131.6042,2.6293
331,my-windows-pc,2026-05-09 18:48:15.731114+05:30,53,80,0.603,0.1092,125.3925,1.8922
332,my-windows-pc,2026-05-09 18:48:45.980466+05:30,72.3,84.4,0.3857,0.1043,111.2726,2.1395
333,my-windows-pc,2026-05-09 18:49:16.094984+05:30,83.8,83.5,2.3391,1.4012,149.8371,4.4216
334,my-windows-pc,2026-05-09 18:49:46.210152+05:30,9.1,77.2,1.5136,0.0796,0.8049,0.511
335,my-windows-pc,2026-05-09 18:50:16.42414+05:30,24.7,77.1,1.5333,2.4467,2.7934,0.5069
336,my-windows-pc,2026-05-09 18:50:46.542778+05:30,12,76.7,0.1688,0.0459,0.4683,0.2306
337,my-windows-pc,2026-05-09 18:51:16.672925+05:30,11.9,74.2,0.055,0.0243,0.0469,0.0185
338,my-windows-pc,2026-05-09 18:51:46.821508+05:30,17.9,76.7,0.1367,0.1849,1.617,0.4561
339,my-windows-pc,2026-05-09 18:52:16.942308+05:30,10.4,76.4,0.4008,0.0483,0.0715,0.0403
340,my-windows-pc,2026-05-09 18:52:47.071206+05:30,12.1,73.7,0.1087,0.4092,0.0765,0.1326
341,my-windows-pc,2026-05-09 18:53:17.187396+05:30,14.8,73.2,0.0448,0.0541,0.0583,0.0207
342,my-windows-pc,2026-05-09 18:53:47.308533+05:30,17.9,75.3,4.5622,0.084,0.1085,0.1436
343,my-windows-pc,2026-05-09 18:54:17.460162+05:30,10.2,74.2,0.1128,0.0792,2.7661,0.2587
344,my-windows-pc,2026-05-09 18:54:47.593581+05:30,5.6,75.2,0.0653,0.0402,0.0981,0.1295
345,my-windows-pc,2026-05-09 18:55:17.705374+05:30,15.9,79.3,5.694,2.1368,0.5337,0.1448
346,my-windows-pc,2026-05-09 18:55:47.827389+05:30,5.7,79.5,0.0435,0.0233,0.1008,0.1493
347,my-windows-pc,2026-05-09 18:56:17.952137+05:30,4.7,78.7,0.0074,0.0295,0.0452,0.0334
348,my-windows-pc,2026-05-09 18:56:48.105514+05:30,20.7,80,0.0498,0.0953,3.8105,0.5064
349,my-windows-pc,2026-05-09 18:57:18.231219+05:30,6.8,79.1,0.0756,0.0421,0.6915,0.1849
350,my-windows-pc,2026-05-09 18:57:48.368286+05:30,12.6,80,0.1058,0.4398,0.1167,0.1497
351,my-windows-pc,2026-05-09 18:58:18.49354+05:30,4.9,78.9,0.0145,0.0374,0.043,0.0316
352,my-windows-pc,2026-05-09 18:58:48.627582+05:30,11.7,79.7,0.0074,0.031,0.0893,0.1243
353,my-windows-pc,2026-05-09 18:59:18.881416+05:30,8.2,78.9,1.1773,0.0472,2.6974,0.4145
354,my-windows-pc,2026-05-09 18:59:49.014452+05:30,10.1,79.7,0.0239,0.0265,0.1603,0.1831
355,my-windows-pc,2026-05-09 19:00:19.174886+05:30,29.3,80.7,21.3874,1.0321,1.8736,0.4212
356,my-windows-pc,2026-05-09 19:00:49.398016+05:30,8,81.5,1.2067,0.1586,0.1021,0.1353
357,my-windows-pc,2026-05-09 19:01:19.521602+05:30,8.3,80.5,0.2856,0.0529,0.3435,0.508
358,my-windows-pc,2026-05-09 19:01:49.83219+05:30,8.8,81.8,1.8505,0.2894,0.6046,0.97
359,my-windows-pc,2026-05-09 19:02:19.951648+05:30,13.2,81.6,0.2572,0.049,0.0829,0.2615
360,my-windows-pc,2026-05-09 19:02:50.084201+05:30,6.9,81.1,0.1802,1.3694,0.1419,0.2136
361,my-windows-pc,2026-05-09 19:03:20.332585+05:30,8.8,80,0.0522,0.0289,0.0606,0.0151
362,my-windows-pc,2026-05-09 19:03:50.460082+05:30,9,79.9,0.0462,0.048,0.1092,0.1531
363,my-windows-pc,2026-05-09 19:04:20.593332+05:30,10.5,79.6,0.0873,0.0351,2.6519,0.5955
364,my-windows-pc,2026-05-09 19:04:50.72241+05:30,4.2,79.3,0.0308,0.0354,0.0674,0.1277
365,my-windows-pc,2026-05-09 19:05:20.851987+05:30,12.6,79.7,0.1487,0.4264,0.5131,0.1466
366,my-windows-pc,2026-05-09 19:05:50.984342+05:30,15.3,79.5,0.1411,0.1147,3.8355,0.5506
367,my-windows-pc,2026-05-09 19:06:21.134+05:30,9.4,79.8,0.045,0.0229,0.0307,0.0255
368,my-windows-pc,2026-05-09 19:06:51.2876+05:30,4.7,79.2,0.0556,0.0331,0.0807,0.1317
369,my-windows-pc,2026-05-09 19:07:21.396184+05:30,7,80.4,0.6832,0.0437,0.326,0.051
370,my-windows-pc,2026-05-09 19:07:51.532866+05:30,10.4,79.8,0.0919,0.3904,0.1346,0.2243
371,my-windows-pc,2026-05-09 19:08:21.667896+05:30,11,82.4,4.235,0.0376,3.0248,1.0689
372,my-windows-pc,2026-05-09 19:08:51.793934+05:30,14.3,83.8,4.5297,0.0385,0.3619,0.3218
373,my-windows-pc,2026-05-09 19:09:21.919537+05:30,6.8,83.4,0.7057,0.0482,3.1409,0.4938
374,my-windows-pc,2026-05-09 19:09:52.055211+05:30,9.3,83.1,0.0067,0.0484,0.1254,0.1546
375,my-windows-pc,2026-05-09 19:10:22.173721+05:30,6.6,83.4,0.0842,0.373,1.4187,0.2174
376,my-windows-pc,2026-05-09 19:10:52.298929+05:30,11.5,82.5,10.583,0.0359,0.0668,0.1274
377,my-windows-pc,2026-05-09 19:11:22.427679+05:30,5.9,82.7,0.028,0.0332,0.0304,0.0204
378,my-windows-pc,2026-05-09 19:11:52.603439+05:30,4.4,82.6,0.0301,0.0335,0.1144,0.1584
379,my-windows-pc,2026-05-09 19:12:22.77268+05:30,11,82.9,0.1021,0.0298,0.0261,0.0219
380,my-windows-pc,2026-05-09 19:12:52.897054+05:30,4.5,82.9,0.489,0.4276,0.0757,0.1235
381,my-windows-pc,2026-05-09 19:13:23.024179+05:30,11.1,83,0.0161,0.0418,0.0252,0.0174
382,my-windows-pc,2026-05-09 19:13:53.153089+05:30,3.8,82.5,0.0066,0.0303,0.0969,0.1509
383,my-windows-pc,2026-05-09 19:14:23.281421+05:30,11.1,83,0.0246,0.0213,2.4247,0.2372
384,my-windows-pc,2026-05-09 19:14:53.392808+05:30,16.4,79.3,0.2863,4.2985,4.8465,1.1398
385,my-windows-pc,2026-05-09 19:15:23.522381+05:30,12.9,79.9,0.3355,0.3755,1.0491,0.5245
386,my-windows-pc,2026-05-09 19:15:53.636178+05:30,68.5,89.5,7.0722,2.362,14.7611,6.217
387,my-windows-pc,2026-05-09 19:16:23.792877+05:30,45.1,83.6,2.6531,3.5134,32.974,6.826
388,my-windows-pc,2026-05-09 19:16:54.825695+05:30,61.8,88,11.2883,0.2821,64.3404,16.2422
389,my-windows-pc,2026-05-09 19:17:25.040662+05:30,98.7,93.5,10.1506,6.7459,3.1526,12.4348
390,my-windows-pc,2026-05-09 19:17:55.309032+05:30,78.4,92.4,7.1309,8.4877,77.6104,4.6939
391,my-windows-pc,2026-05-09 19:18:25.593173+05:30,82.1,89.9,10.7659,10.2284,1.3692,0.457
392,my-windows-pc,2026-05-09 19:18:56.06515+05:30,91,88.9,17.7537,15.6218,0.8681,0.2806
393,my-windows-pc,2026-05-09 19:19:26.46165+05:30,92.7,87.8,66.6083,5.6484,9.7124,3.1812
394,my-windows-pc,2026-05-09 19:19:56.688754+05:30,81,85.3,4.5937,1.9891,3.8302,1.597
395,my-windows-pc,2026-05-09 19:20:26.873688+05:30,75.2,88.8,15.0788,0.462,6.7745,1.7484
396,my-windows-pc,2026-05-09 19:20:57.090992+05:30,75.9,84.5,2.2701,2.2707,1.2291,0.4314
397,my-windows-pc,2026-05-09 19:21:27.354368+05:30,72.3,87.1,4.7846,0.2203,2.8962,0.6572
398,my-windows-pc,2026-05-09 19:21:57.532551+05:30,76.9,84.3,3.253,2.9383,0.9985,0.4048
399,my-windows-pc,2026-05-09 19:22:27.694638+05:30,72.5,75.8,0.7209,1.5452,1.5556,1.0129
400,my-windows-pc,2026-05-09 19:22:57.84718+05:30,68.6,73.9,0.057,0.4408,0.9214,0.333
401,my-windows-pc,2026-05-09 19:23:27.980831+05:30,68.7,74.9,0.3979,0.2752,1.3232,0.3493
402,my-windows-pc,2026-05-09 19:23:58.142151+05:30,73.6,79.3,3.9255,0.2117,4.7076,0.7837
403,my-windows-pc,2026-05-09 19:24:28.296899+05:30,68.6,80.2,0.2571,0.1068,3.4327,0.3309
404,my-windows-pc,2026-05-09 19:24:58.443569+05:30,67,79.6,0.0458,0.0648,1.1628,0.3405
405,my-windows-pc,2026-05-09 19:25:28.596624+05:30,69.8,80.6,0.4428,0.4653,1.3356,0.2383
406,my-windows-pc,2026-05-09 19:25:58.739236+05:30,68,80.4,0.8901,0.082,1.0614,0.3862
407,my-windows-pc,2026-05-09 19:26:29.156346+05:30,92.4,93.8,4.6264,4.1872,222.0399,15.2274
408,my-windows-pc,2026-05-09 19:26:59.417391+05:30,38,82.5,2.7881,2.7936,0.2308,0.1534
409,my-windows-pc,2026-05-09 19:27:29.539971+05:30,20.6,77.7,2.0188,2.5072,2.0468,0.9687
410,my-windows-pc,2026-05-09 19:27:59.690073+05:30,11.2,77.8,0.1233,0.3767,0.2615,0.3331
411,my-windows-pc,2026-05-09 19:28:29.809761+05:30,17.2,76.1,0.0852,0.065,1.2375,0.6615
412,my-windows-pc,2026-05-09 19:28:59.944788+05:30,8.5,75.5,0.049,0.0329,0.1073,0.1543
413,my-windows-pc,2026-05-09 19:29:30.205199+05:30,9.3,76.2,0.1219,0.0429,3.6256,0.7639
414,my-windows-pc,2026-05-09 19:30:00.347889+05:30,15.8,76.5,0.5063,0.0469,0.1711,0.2394
415,my-windows-pc,2026-05-09 19:30:30.471365+05:30,12.1,78,0.6851,0.417,2.1203,0.4572
416,my-windows-pc,2026-05-09 19:31:00.602807+05:30,13.3,77.1,0.3838,0.047,0.0782,0.1267
417,my-windows-pc,2026-05-09 19:31:30.732003+05:30,9.4,77.6,0.2084,0.0316,0.9838,0.496
418,my-windows-pc,2026-05-09 19:32:00.884428+05:30,13.7,77.2,0.4127,0.06,0.1613,0.2416
419,my-windows-pc,2026-05-09 19:32:31.00962+05:30,11.1,77.6,0.8529,0.037,0.2127,0.2673
420,my-windows-pc,2026-05-09 19:33:01.143931+05:30,25.5,78,0.231,0.4517,4.2531,0.7988
421,my-windows-pc,2026-05-09 19:33:31.274568+05:30,7.3,78.6,0.1987,0.0255,0.0538,0.0273
422,my-windows-pc,2026-05-09 19:34:01.423164+05:30,12.9,78.6,1.2714,0.0371,0.1462,0.2326
423,my-windows-pc,2026-05-09 19:34:31.562972+05:30,9,79.3,0.0384,0.0371,2.6419,0.4533
424,my-windows-pc,2026-05-09 19:35:01.685502+05:30,9.9,78.7,0.0537,0.0411,0.0845,0.1358
425,my-windows-pc,2026-05-09 19:35:31.811204+05:30,14,79.9,0.3332,0.3672,0.7294,0.4612
426,my-windows-pc,2026-05-09 19:36:01.946838+05:30,9.1,79.3,0.2839,0.0414,0.6824,1.0524
427,my-windows-pc,2026-05-09 19:36:32.091582+05:30,50.3,83.8,0.7172,4.7334,3.8324,1.6471
428,my-windows-pc,2026-05-09 19:37:02.224122+05:30,11.7,79.3,0.0713,1.2603,0.1008,0.1404
429,my-windows-pc,2026-05-09 19:37:32.351859+05:30,16.1,80,0.1241,0.2148,0.9937,0.4092
430,my-windows-pc,2026-05-09 19:38:02.489037+05:30,10.5,77.3,0.0354,0.3766,0.2128,0.2929
431,my-windows-pc,2026-05-09 19:38:32.609443+05:30,16.4,77.8,0.1574,0.048,1.0481,0.6842
432,my-windows-pc,2026-05-09 19:39:02.758694+05:30,8,77.2,0.0498,0.0542,0.1107,0.2011
433,my-windows-pc,2026-05-09 19:39:32.88954+05:30,13,77.7,0.0474,0.0195,3.3842,0.4728
434,my-windows-pc,2026-05-09 19:40:03.024388+05:30,8.4,77.3,0.0336,0.0539,0.1487,0.2331
435,my-windows-pc,2026-05-09 19:40:33.14395+05:30,18.3,77.3,0.1484,2.4114,2.2632,0.5998
436,my-windows-pc,2026-05-09 19:41:03.293902+05:30,11.4,75.2,0.0179,0.0315,0.0923,0.1374
437,my-windows-pc,2026-05-09 19:41:33.538735+05:30,8.6,75.6,0.0321,0.0437,1.4615,0.7404
438,my-windows-pc,2026-05-09 19:42:03.682714+05:30,26,75.5,0.2917,0.1419,3.8298,0.6239
439,my-windows-pc,2026-05-09 19:42:33.815541+05:30,10.7,73.9,0.042,0.0401,0.3775,0.239
440,my-windows-pc,2026-05-09 19:43:03.949763+05:30,13.9,73.6,0.0283,0.3706,0.1077,0.1974
441,my-windows-pc,2026-05-09 19:43:34.072381+05:30,8.6,74.1,0.0035,0.029,0.0356,0.0187
442,my-windows-pc,2026-05-09 19:44:04.197702+05:30,13.2,73.4,0.0174,0.0389,0.3242,0.3841
443,my-windows-pc,2026-05-09 19:44:34.353183+05:30,9,74.1,0.1444,0.0304,2.937,0.5085
444,my-windows-pc,2026-05-09 19:45:04.490013+05:30,14.2,73.9,0.1525,0.0455,1.5868,0.8755
445,my-windows-pc,2026-05-09 19:45:34.613708+05:30,9.8,74.9,0.086,0.3684,0.8975,0.4199
446,my-windows-pc,2026-05-09 19:46:04.759311+05:30,14.6,74.2,0.0787,0.0702,1.167,4.2708
447,my-windows-pc,2026-05-09 19:46:34.878237+05:30,13.8,76.7,1.2798,0.064,1.1203,0.7504
448,my-windows-pc,2026-05-09 19:47:05.002054+05:30,10.9,76.2,0.027,0.0513,0.105,0.1562
449,my-windows-pc,2026-05-09 19:47:35.252304+05:30,12.6,76.7,0.7034,0.1363,1.4129,0.5979
450,my-windows-pc,2026-05-09 19:48:05.38922+05:30,8.6,76.2,0.0189,0.98,0.1241,0.167
451,my-windows-pc,2026-05-09 19:48:35.564699+05:30,18.8,78.2,0.2633,0.0386,0.7993,0.481
452,my-windows-pc,2026-05-09 19:49:05.738744+05:30,30.1,79.1,0.5949,2.5247,2.3952,0.9543
453,my-windows-pc,2026-05-09 19:49:35.852985+05:30,15.3,78.3,0.3793,0.0335,6.9458,0.6279
454,my-windows-pc,2026-05-09 19:50:05.964042+05:30,22.5,79.4,1.0894,1.5074,2.3168,0.8113
455,my-windows-pc,2026-05-09 19:50:36.098727+05:30,19.8,78.2,0.1261,0.3958,1.8797,0.4917
456,my-windows-pc,2026-05-09 19:51:06.23138+05:30,19.3,77.3,0.0782,0.1081,4.4383,0.813
457,my-windows-pc,2026-05-09 19:51:36.349726+05:30,24,82.8,0.0925,0.19,1.5645,0.4038
458,my-windows-pc,2026-05-09 19:52:06.598685+05:30,10.5,78.5,0.0265,0.0756,0.7597,0.3773
459,my-windows-pc,2026-05-09 19:52:36.749366+05:30,14.2,77.3,0.0186,1.8019,0.4169,0.3564
460,my-windows-pc,2026-05-09 19:53:06.858081+05:30,34.6,84.6,0.1599,0.578,2.7566,0.8192
461,my-windows-pc,2026-05-09 19:53:36.985384+05:30,13.2,77.7,0.0533,2.932,0.2677,0.3602
462,my-windows-pc,2026-05-09 19:54:07.116792+05:30,26.9,79.8,4.0455,0.0878,0.6841,0.3396
463,my-windows-pc,2026-05-09 19:54:37.244262+05:30,12.4,78.6,0.0521,0.0418,3.1412,0.5869
464,my-windows-pc,2026-05-09 19:55:07.380165+05:30,15,77.1,0.0396,0.0386,0.6411,0.2882
465,my-windows-pc,2026-05-09 19:55:37.509503+05:30,9.3,78,0.0744,0.3631,0.5497,0.2527
466,my-windows-pc,2026-05-09 19:56:07.634854+05:30,12.1,77.1,0.0765,0.0409,0.9984,0.4827
467,my-windows-pc,2026-05-09 19:56:37.761526+05:30,8,77.8,0.0577,0.0323,0.8037,0.6173
468,my-windows-pc,2026-05-09 19:57:07.912554+05:30,16.6,77.9,0.0812,0.1007,0.6431,0.2981
469,my-windows-pc,2026-05-09 19:57:38.060523+05:30,12.5,75.3,0.0555,0.0621,0.7266,0.303
470,my-windows-pc,2026-05-09 19:58:08.395736+05:30,89.8,89.1,2.7123,3.0499,36.2108,11.341
471,my-windows-pc,2026-05-09 19:58:38.691733+05:30,68.4,85.4,1.5385,4.5323,116.0562,38.9593
472,my-windows-pc,2026-05-09 19:59:08.835663+05:30,46.6,84.1,0.4043,0.5274,40.1339,9.2026
473,my-windows-pc,2026-05-09 19:59:38.970948+05:30,17.3,81.5,0.1845,0.0956,6.297,0.502
474,my-windows-pc,2026-05-09 20:00:09.097345+05:30,32.6,85.8,14.3909,0.2301,5.179,0.9881
475,my-windows-pc,2026-05-09 20:00:39.22422+05:30,32.4,85.2,16.7415,3.3343,1.897,0.4654
476,my-windows-pc,2026-05-09 20:01:09.375887+05:30,8.7,84.6,0.2619,0.3733,0.8684,0.4833
477,my-windows-pc,2026-05-09 20:01:39.518725+05:30,14,84.9,0.4502,0.0768,0.5485,0.5064
478,my-windows-pc,2026-05-09 20:02:09.644193+05:30,13,83,1.9576,0.0707,0.7531,0.3382
479,my-windows-pc,2026-05-09 20:02:39.771588+05:30,16.3,81.9,0.0816,0.2079,0.1116,0.1555
480,my-windows-pc,2026-05-09 20:03:09.885709+05:30,8.9,81.4,0.6747,0.3804,1.0012,0.6443
481,my-windows-pc,2026-05-09 20:03:40.009974+05:30,20,82,5.3921,1.6703,3.3282,1.2688
482,my-windows-pc,2026-05-09 20:04:10.125653+05:30,9.5,82,0.434,0.0394,0.0668,0.0561
483,my-windows-pc,2026-05-09 20:04:40.263549+05:30,9.6,83,0.0851,0.0311,3.4584,0.8123
